filename,test_number,expected_vul,expected_cwe,semgrep_found_vul,semgrep_cwes,classification
cleaned_BenchmarkTest00383.sarif,00383,True,79,False,,FN_Missed
cleaned_BenchmarkTest00384.sarif,00384,True,79,True,79,TP
cleaned_BenchmarkTest00385.sarif,00385,True,79,False,,FN_Missed
cleaned_BenchmarkTest00386.sarif,00386,False,79,False,,TN
cleaned_BenchmarkTest00387.sarif,00387,True,79,True,79,TP
cleaned_BenchmarkTest00388.sarif,00388,True,79,True,79,TP
cleaned_BenchmarkTest00389.sarif,00389,False,79,False,,TN
cleaned_BenchmarkTest00390.sarif,00390,True,79,True,79,TP
cleaned_BenchmarkTest00391.sarif,00391,False,79,False,,TN
cleaned_BenchmarkTest00392.sarif,00392,True,79,True,79,TP
cleaned_BenchmarkTest00393.sarif,00393,False,79,True,79,FP
cleaned_BenchmarkTest00394.sarif,00394,False,79,True,79,FP
cleaned_BenchmarkTest00395.sarif,00395,True,79,True,79,TP
cleaned_BenchmarkTest00396.sarif,00396,False,78,True,78,FP
cleaned_BenchmarkTest00397.sarif,00397,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00398.sarif,00398,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00399.sarif,00399,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00400.sarif,00400,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00401.sarif,00401,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00402.sarif,00402,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00403.sarif,00403,True,614,True,"352, 614",TP
cleaned_BenchmarkTest00404.sarif,00404,False,614,True,352,FP
cleaned_BenchmarkTest00405.sarif,00405,False,614,True,352,FP
cleaned_BenchmarkTest00406.sarif,00406,False,78,True,78,FP
cleaned_BenchmarkTest00407.sarif,00407,True,78,True,78,TP
cleaned_BenchmarkTest00408.sarif,00408,False,78,True,78,FP
cleaned_BenchmarkTest00409.sarif,00409,True,78,True,78,TP
cleaned_BenchmarkTest00410.sarif,00410,False,78,False,,TN
cleaned_BenchmarkTest00411.sarif,00411,False,78,False,,TN
cleaned_BenchmarkTest00412.sarif,00412,False,78,False,,TN
cleaned_BenchmarkTest00413.sarif,00413,False,330,True,352,FP
cleaned_BenchmarkTest00414.sarif,00414,False,330,True,352,FP
cleaned_BenchmarkTest00415.sarif,00415,False,330,True,352,FP
cleaned_BenchmarkTest00416.sarif,00416,False,330,True,352,FP
cleaned_BenchmarkTest00417.sarif,00417,False,330,True,352,FP
cleaned_BenchmarkTest00418.sarif,00418,False,330,True,352,FP
cleaned_BenchmarkTest00419.sarif,00419,False,330,True,352,FP
cleaned_BenchmarkTest00420.sarif,00420,False,330,True,352,FP
cleaned_BenchmarkTest00421.sarif,00421,False,330,True,352,FP
cleaned_BenchmarkTest00422.sarif,00422,False,330,True,352,FP
cleaned_BenchmarkTest00423.sarif,00423,False,330,True,352,FP
cleaned_BenchmarkTest00424.sarif,00424,True,501,True,"79, 501",TP
cleaned_BenchmarkTest00425.sarif,00425,True,501,True,"79, 501",TP
cleaned_BenchmarkTest00426.sarif,00426,True,501,True,"79, 501",TP
cleaned_BenchmarkTest00427.sarif,00427,True,501,True,501,TP
cleaned_BenchmarkTest00428.sarif,00428,True,89,False,,FN_Missed
cleaned_BenchmarkTest00429.sarif,00429,True,89,True,89,TP
cleaned_BenchmarkTest00430.sarif,00430,False,89,True,89,FP
cleaned_BenchmarkTest00431.sarif,00431,True,89,True,89,TP
cleaned_BenchmarkTest00432.sarif,00432,False,89,False,,TN
cleaned_BenchmarkTest00433.sarif,00433,True,89,True,89,TP
cleaned_BenchmarkTest00434.sarif,00434,True,89,True,89,TP
cleaned_BenchmarkTest00435.sarif,00435,True,89,False,,FN_Missed
cleaned_BenchmarkTest00436.sarif,00436,False,89,True,89,FP
cleaned_BenchmarkTest00437.sarif,00437,False,89,True,89,FP
cleaned_BenchmarkTest00438.sarif,00438,True,89,True,89,TP
cleaned_BenchmarkTest00439.sarif,00439,True,89,True,89,TP
cleaned_BenchmarkTest00440.sarif,00440,False,89,False,,TN
cleaned_BenchmarkTest00441.sarif,00441,True,89,True,89,TP
cleaned_BenchmarkTest00442.sarif,00442,True,643,True,"79, 643",TP
cleaned_BenchmarkTest00443.sarif,00443,False,327,False,,TN
cleaned_BenchmarkTest00444.sarif,00444,False,327,False,,TN
cleaned_BenchmarkTest00445.sarif,00445,True,327,True,326,FN_WrongCWE
cleaned_BenchmarkTest00446.sarif,00446,True,327,True,326,FN_WrongCWE
cleaned_BenchmarkTest00447.sarif,00447,False,327,False,,TN
cleaned_BenchmarkTest00448.sarif,00448,True,327,True,326,FN_WrongCWE
cleaned_BenchmarkTest00449.sarif,00449,True,327,True,326,FN_WrongCWE
cleaned_BenchmarkTest00450.sarif,00450,False,327,False,,TN
cleaned_BenchmarkTest00451.sarif,00451,False,327,False,,TN
cleaned_BenchmarkTest00452.sarif,00452,True,22,True,22,TP
cleaned_BenchmarkTest00453.sarif,00453,True,22,True,22,TP
cleaned_BenchmarkTest00454.sarif,00454,False,22,True,22,FP
cleaned_BenchmarkTest00455.sarif,00455,True,22,True,22,TP
cleaned_BenchmarkTest00456.sarif,00456,True,22,True,22,TP
cleaned_BenchmarkTest00457.sarif,00457,True,22,True,22,TP
cleaned_BenchmarkTest00458.sarif,00458,False,22,True,22,FP
cleaned_BenchmarkTest00459.sarif,00459,True,22,True,22,TP
cleaned_BenchmarkTest00460.sarif,00460,False,22,False,,TN
cleaned_BenchmarkTest00461.sarif,00461,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00462.sarif,00462,True,328,True,328,TP
cleaned_BenchmarkTest00463.sarif,00463,False,328,False,,TN
cleaned_BenchmarkTest00464.sarif,00464,True,328,True,328,TP
cleaned_BenchmarkTest00465.sarif,00465,True,328,True,328,TP
cleaned_BenchmarkTest00466.sarif,00466,False,328,False,,TN
cleaned_BenchmarkTest00467.sarif,00467,True,79,False,,FN_Missed
cleaned_BenchmarkTest00468.sarif,00468,False,79,False,,TN
cleaned_BenchmarkTest00469.sarif,00469,False,79,True,79,FP
cleaned_BenchmarkTest00470.sarif,00470,False,79,False,,TN
cleaned_BenchmarkTest00471.sarif,00471,False,79,False,,TN
cleaned_BenchmarkTest00472.sarif,00472,True,79,True,79,TP
cleaned_BenchmarkTest00473.sarif,00473,True,79,True,79,TP
cleaned_BenchmarkTest00474.sarif,00474,False,79,False,,TN
cleaned_BenchmarkTest00475.sarif,00475,True,79,True,79,TP
cleaned_BenchmarkTest00476.sarif,00476,False,79,True,79,FP
cleaned_BenchmarkTest00477.sarif,00477,True,79,True,79,TP
cleaned_BenchmarkTest00478.sarif,00478,True,79,True,79,TP
cleaned_BenchmarkTest00479.sarif,00479,False,79,True,79,FP
cleaned_BenchmarkTest00480.sarif,00480,True,78,True,78,TP
cleaned_BenchmarkTest00481.sarif,00481,False,78,True,78,FP
cleaned_BenchmarkTest00482.sarif,00482,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00483.sarif,00483,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00484.sarif,00484,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00485.sarif,00485,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00486.sarif,00486,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00487.sarif,00487,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00488.sarif,00488,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00489.sarif,00489,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00490.sarif,00490,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00491.sarif,00491,True,614,True,"352, 614",TP
cleaned_BenchmarkTest00492.sarif,00492,True,79,True,79,TP
cleaned_BenchmarkTest00493.sarif,00493,False,79,True,79,FP
cleaned_BenchmarkTest00494.sarif,00494,False,78,True,78,FP
cleaned_BenchmarkTest00495.sarif,00495,True,78,False,,FN_Missed
cleaned_BenchmarkTest00496.sarif,00496,True,78,True,78,TP
cleaned_BenchmarkTest00497.sarif,00497,True,78,True,78,TP
cleaned_BenchmarkTest00498.sarif,00498,True,78,True,78,TP
cleaned_BenchmarkTest00499.sarif,00499,True,78,True,78,TP
cleaned_BenchmarkTest00500.sarif,00500,True,78,True,78,TP
cleaned_BenchmarkTest00501.sarif,00501,False,330,True,352,FP
cleaned_BenchmarkTest00502.sarif,00502,False,330,True,352,FP
cleaned_BenchmarkTest00503.sarif,00503,False,330,True,352,FP
cleaned_BenchmarkTest00504.sarif,00504,False,330,True,352,FP
cleaned_BenchmarkTest00505.sarif,00505,False,330,True,352,FP
cleaned_BenchmarkTest00506.sarif,00506,False,330,True,352,FP
cleaned_BenchmarkTest00507.sarif,00507,False,330,True,352,FP
cleaned_BenchmarkTest00508.sarif,00508,True,501,True,"79, 501",TP
cleaned_BenchmarkTest00509.sarif,00509,False,89,False,,TN
cleaned_BenchmarkTest00510.sarif,00510,True,89,True,89,TP
cleaned_BenchmarkTest00511.sarif,00511,False,89,False,,TN
cleaned_BenchmarkTest00512.sarif,00512,True,89,True,89,TP
cleaned_BenchmarkTest00513.sarif,00513,False,89,False,,TN
cleaned_BenchmarkTest00514.sarif,00514,False,89,True,89,FP
cleaned_BenchmarkTest00515.sarif,00515,True,89,False,,FN_Missed
cleaned_BenchmarkTest00516.sarif,00516,True,89,True,89,TP
cleaned_BenchmarkTest00517.sarif,00517,False,89,True,89,FP
cleaned_BenchmarkTest00518.sarif,00518,True,89,True,89,TP
cleaned_BenchmarkTest00519.sarif,00519,False,89,False,,TN
cleaned_BenchmarkTest00520.sarif,00520,False,643,True,"79, 643",FP
cleaned_BenchmarkTest00521.sarif,00521,True,327,True,326,FN_WrongCWE
cleaned_BenchmarkTest00522.sarif,00522,True,327,True,326,FN_WrongCWE
cleaned_BenchmarkTest00523.sarif,00523,False,327,False,,TN
cleaned_BenchmarkTest00524.sarif,00524,False,327,False,,TN
cleaned_BenchmarkTest00525.sarif,00525,True,22,True,22,TP
cleaned_BenchmarkTest00526.sarif,00526,True,22,True,22,TP
cleaned_BenchmarkTest00527.sarif,00527,True,22,True,22,TP
cleaned_BenchmarkTest00528.sarif,00528,True,22,True,22,TP
cleaned_BenchmarkTest00529.sarif,00529,True,22,True,22,TP
cleaned_BenchmarkTest00530.sarif,00530,False,90,True,"79, 90",FP
cleaned_BenchmarkTest00531.sarif,00531,True,328,True,328,TP
cleaned_BenchmarkTest00532.sarif,00532,True,328,True,328,TP
cleaned_BenchmarkTest00533.sarif,00533,True,328,True,328,TP
cleaned_BenchmarkTest00534.sarif,00534,True,328,True,328,TP
cleaned_BenchmarkTest00535.sarif,00535,False,328,False,,TN
cleaned_BenchmarkTest00536.sarif,00536,True,328,True,328,TP
cleaned_BenchmarkTest00537.sarif,00537,True,328,True,328,TP
cleaned_BenchmarkTest00538.sarif,00538,False,328,False,,TN
cleaned_BenchmarkTest00539.sarif,00539,False,328,False,,TN
cleaned_BenchmarkTest00540.sarif,00540,False,328,False,,TN
cleaned_BenchmarkTest00541.sarif,00541,True,79,True,79,TP
cleaned_BenchmarkTest00542.sarif,00542,True,79,True,79,TP
cleaned_BenchmarkTest00543.sarif,00543,True,79,False,,FN_Missed
cleaned_BenchmarkTest00544.sarif,00544,False,79,False,,TN
cleaned_BenchmarkTest00545.sarif,00545,False,79,False,,TN
cleaned_BenchmarkTest00546.sarif,00546,False,79,False,,TN
cleaned_BenchmarkTest00547.sarif,00547,True,79,True,79,TP
cleaned_BenchmarkTest00548.sarif,00548,False,79,False,,TN
cleaned_BenchmarkTest00549.sarif,00549,True,79,True,79,TP
cleaned_BenchmarkTest00550.sarif,00550,False,79,False,,TN
cleaned_BenchmarkTest00551.sarif,00551,True,79,True,79,TP
cleaned_BenchmarkTest00552.sarif,00552,True,79,False,,FN_Missed
cleaned_BenchmarkTest00553.sarif,00553,False,79,True,79,FP
cleaned_BenchmarkTest00554.sarif,00554,True,79,True,79,TP
cleaned_BenchmarkTest00555.sarif,00555,True,79,True,79,TP
cleaned_BenchmarkTest00556.sarif,00556,False,79,True,79,FP
cleaned_BenchmarkTest00557.sarif,00557,True,79,True,79,TP
cleaned_BenchmarkTest00558.sarif,00558,False,78,True,78,FP
cleaned_BenchmarkTest00559.sarif,00559,False,78,False,,TN
cleaned_BenchmarkTest00560.sarif,00560,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00561.sarif,00561,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00562.sarif,00562,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00563.sarif,00563,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00564.sarif,00564,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00565.sarif,00565,True,614,True,"352, 614",TP
cleaned_BenchmarkTest00566.sarif,00566,True,614,True,"352, 614",TP
cleaned_BenchmarkTest00567.sarif,00567,True,78,True,78,TP
cleaned_BenchmarkTest00568.sarif,00568,True,78,True,78,TP
cleaned_BenchmarkTest00569.sarif,00569,False,78,False,,TN
cleaned_BenchmarkTest00570.sarif,00570,False,78,False,,TN
cleaned_BenchmarkTest00571.sarif,00571,False,78,True,78,FP
cleaned_BenchmarkTest00572.sarif,00572,False,78,True,78,FP
cleaned_BenchmarkTest00573.sarif,00573,True,78,True,78,TP
cleaned_BenchmarkTest00574.sarif,00574,True,78,True,78,TP
cleaned_BenchmarkTest00575.sarif,00575,True,78,True,78,TP
cleaned_BenchmarkTest00576.sarif,00576,True,78,True,78,TP
cleaned_BenchmarkTest00577.sarif,00577,False,330,True,352,FP
cleaned_BenchmarkTest00578.sarif,00578,False,330,True,352,FP
cleaned_BenchmarkTest00579.sarif,00579,False,330,True,352,FP
cleaned_BenchmarkTest00580.sarif,00580,False,330,True,352,FP
cleaned_BenchmarkTest00581.sarif,00581,False,330,True,352,FP
cleaned_BenchmarkTest00582.sarif,00582,False,330,True,352,FP
cleaned_BenchmarkTest00583.sarif,00583,False,330,True,352,FP
cleaned_BenchmarkTest00584.sarif,00584,False,330,True,352,FP
cleaned_BenchmarkTest00585.sarif,00585,False,330,True,352,FP
cleaned_BenchmarkTest00586.sarif,00586,False,501,True,501,FP
cleaned_BenchmarkTest00587.sarif,00587,True,501,True,501,TP
cleaned_BenchmarkTest00588.sarif,00588,True,501,True,"79, 501",TP
cleaned_BenchmarkTest00589.sarif,00589,False,89,False,,TN
cleaned_BenchmarkTest00590.sarif,00590,True,89,True,89,TP
cleaned_BenchmarkTest00591.sarif,00591,True,89,True,89,TP
cleaned_BenchmarkTest00592.sarif,00592,False,89,False,,TN
cleaned_BenchmarkTest00593.sarif,00593,True,89,True,89,TP
cleaned_BenchmarkTest00594.sarif,00594,True,89,False,,FN_Missed
cleaned_BenchmarkTest00595.sarif,00595,True,89,True,89,TP
cleaned_BenchmarkTest00596.sarif,00596,True,89,False,,FN_Missed
cleaned_BenchmarkTest00597.sarif,00597,True,89,True,89,TP
cleaned_BenchmarkTest00598.sarif,00598,True,89,True,89,TP
cleaned_BenchmarkTest00599.sarif,00599,False,89,False,,TN
cleaned_BenchmarkTest00600.sarif,00600,True,89,True,89,TP
cleaned_BenchmarkTest00601.sarif,00601,False,89,True,89,FP
cleaned_BenchmarkTest00602.sarif,00602,False,89,False,,TN
cleaned_BenchmarkTest00603.sarif,00603,True,89,True,89,TP
cleaned_BenchmarkTest00604.sarif,00604,True,89,True,89,TP
cleaned_BenchmarkTest00605.sarif,00605,False,89,True,89,FP
cleaned_BenchmarkTest00606.sarif,00606,True,89,True,89,TP
cleaned_BenchmarkTest00607.sarif,00607,True,643,True,"79, 643",TP
cleaned_BenchmarkTest00608.sarif,00608,True,327,True,326,FN_WrongCWE
cleaned_BenchmarkTest00609.sarif,00609,True,327,True,326,FN_WrongCWE
cleaned_BenchmarkTest00610.sarif,00610,True,327,True,326,FN_WrongCWE
cleaned_BenchmarkTest00611.sarif,00611,True,327,True,326,FN_WrongCWE
cleaned_BenchmarkTest00612.sarif,00612,False,327,False,,TN
cleaned_BenchmarkTest00613.sarif,00613,False,327,False,,TN
cleaned_BenchmarkTest00614.sarif,00614,True,327,True,326,FN_WrongCWE
cleaned_BenchmarkTest00615.sarif,00615,True,327,True,326,FN_WrongCWE
cleaned_BenchmarkTest00616.sarif,00616,True,327,True,326,FN_WrongCWE
cleaned_BenchmarkTest00617.sarif,00617,True,327,True,326,FN_WrongCWE
cleaned_BenchmarkTest00618.sarif,00618,False,327,False,,TN
cleaned_BenchmarkTest00619.sarif,00619,True,22,False,,FN_Missed
cleaned_BenchmarkTest00620.sarif,00620,False,22,False,,TN
cleaned_BenchmarkTest00621.sarif,00621,False,22,False,,TN
cleaned_BenchmarkTest00622.sarif,00622,False,22,True,22,FP
cleaned_BenchmarkTest00623.sarif,00623,True,22,True,22,TP
cleaned_BenchmarkTest00624.sarif,00624,True,22,True,22,TP
cleaned_BenchmarkTest00625.sarif,00625,False,22,True,22,FP
cleaned_BenchmarkTest00626.sarif,00626,False,22,False,,TN
cleaned_BenchmarkTest00627.sarif,00627,True,22,True,22,TP
cleaned_BenchmarkTest00628.sarif,00628,False,22,False,,TN
cleaned_BenchmarkTest00629.sarif,00629,True,22,False,,FN_Missed
cleaned_BenchmarkTest00630.sarif,00630,True,90,True,90,TP
cleaned_BenchmarkTest00631.sarif,00631,True,328,True,328,TP
cleaned_BenchmarkTest00632.sarif,00632,False,328,False,,TN
cleaned_BenchmarkTest00633.sarif,00633,False,328,False,,TN
cleaned_BenchmarkTest00634.sarif,00634,True,328,True,328,TP
cleaned_BenchmarkTest00635.sarif,00635,True,328,True,328,TP
cleaned_BenchmarkTest00636.sarif,00636,True,328,True,328,TP
cleaned_BenchmarkTest00637.sarif,00637,True,328,True,328,TP
cleaned_BenchmarkTest00638.sarif,00638,True,328,False,,FN_Missed
cleaned_BenchmarkTest00639.sarif,00639,False,328,False,,TN
cleaned_BenchmarkTest00640.sarif,00640,False,328,False,,TN
cleaned_BenchmarkTest00641.sarif,00641,False,328,False,,TN
cleaned_BenchmarkTest00642.sarif,00642,True,79,False,,FN_Missed
cleaned_BenchmarkTest00643.sarif,00643,True,79,False,,FN_Missed
cleaned_BenchmarkTest00644.sarif,00644,True,79,False,,FN_Missed
cleaned_BenchmarkTest00645.sarif,00645,True,79,False,,FN_Missed
cleaned_BenchmarkTest00646.sarif,00646,False,79,False,,TN
cleaned_BenchmarkTest00647.sarif,00647,False,79,False,,TN
cleaned_BenchmarkTest00648.sarif,00648,False,79,False,,TN
cleaned_BenchmarkTest00649.sarif,00649,False,79,False,,TN
cleaned_BenchmarkTest00650.sarif,00650,False,79,False,,TN
cleaned_BenchmarkTest00651.sarif,00651,True,79,False,,FN_Missed
cleaned_BenchmarkTest00652.sarif,00652,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00653.sarif,00653,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00654.sarif,00654,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00655.sarif,00655,False,614,True,352,FP
cleaned_BenchmarkTest00656.sarif,00656,True,79,False,,FN_Missed
cleaned_BenchmarkTest00657.sarif,00657,False,78,False,,TN
cleaned_BenchmarkTest00658.sarif,00658,False,78,True,78,FP
cleaned_BenchmarkTest00659.sarif,00659,False,78,True,78,FP
cleaned_BenchmarkTest00660.sarif,00660,False,330,True,352,FP
cleaned_BenchmarkTest00661.sarif,00661,False,330,True,352,FP
cleaned_BenchmarkTest00662.sarif,00662,False,330,True,352,FP
cleaned_BenchmarkTest00663.sarif,00663,False,330,True,352,FP
cleaned_BenchmarkTest00664.sarif,00664,False,330,True,352,FP
cleaned_BenchmarkTest00665.sarif,00665,False,330,True,352,FP
cleaned_BenchmarkTest00666.sarif,00666,False,330,True,352,FP
cleaned_BenchmarkTest00667.sarif,00667,False,330,True,352,FP
cleaned_BenchmarkTest00668.sarif,00668,True,501,False,,FN_Missed
cleaned_BenchmarkTest00669.sarif,00669,False,501,False,,TN
cleaned_BenchmarkTest00670.sarif,00670,True,501,False,,FN_Missed
cleaned_BenchmarkTest00671.sarif,00671,True,501,False,,FN_Missed
cleaned_BenchmarkTest00672.sarif,00672,False,89,False,,TN
cleaned_BenchmarkTest00673.sarif,00673,True,89,False,,FN_Missed
cleaned_BenchmarkTest00674.sarif,00674,False,89,False,,TN
cleaned_BenchmarkTest00675.sarif,00675,False,89,False,,TN
cleaned_BenchmarkTest00676.sarif,00676,False,89,False,,TN
cleaned_BenchmarkTest00677.sarif,00677,True,89,False,,FN_Missed
cleaned_BenchmarkTest00678.sarif,00678,True,89,False,,FN_Missed
cleaned_BenchmarkTest00679.sarif,00679,True,89,False,,FN_Missed
cleaned_BenchmarkTest00680.sarif,00680,False,89,False,,TN
cleaned_BenchmarkTest00681.sarif,00681,True,89,False,,FN_Missed
cleaned_BenchmarkTest00682.sarif,00682,False,89,False,,TN
cleaned_BenchmarkTest00683.sarif,00683,False,643,False,,TN
cleaned_BenchmarkTest00684.sarif,00684,True,327,True,326,FN_WrongCWE
cleaned_BenchmarkTest00685.sarif,00685,True,327,True,326,FN_WrongCWE
cleaned_BenchmarkTest00686.sarif,00686,False,327,False,,TN
cleaned_BenchmarkTest00687.sarif,00687,False,327,False,,TN
cleaned_BenchmarkTest00688.sarif,00688,True,327,True,326,FN_WrongCWE
cleaned_BenchmarkTest00689.sarif,00689,False,327,False,,TN
cleaned_BenchmarkTest00690.sarif,00690,False,327,False,,TN
cleaned_BenchmarkTest00691.sarif,00691,True,327,True,326,FN_WrongCWE
cleaned_BenchmarkTest00692.sarif,00692,True,327,True,326,FN_WrongCWE
cleaned_BenchmarkTest00693.sarif,00693,True,327,True,326,FN_WrongCWE
cleaned_BenchmarkTest00694.sarif,00694,True,90,True,"79, 90",TP
cleaned_BenchmarkTest00695.sarif,00695,True,90,True,90,TP
cleaned_BenchmarkTest00696.sarif,00696,True,22,True,22,TP
cleaned_BenchmarkTest00697.sarif,00697,True,22,True,22,TP
cleaned_BenchmarkTest00698.sarif,00698,True,22,True,22,TP
cleaned_BenchmarkTest00699.sarif,00699,False,22,True,22,FP
cleaned_BenchmarkTest00700.sarif,00700,True,22,True,22,TP
cleaned_BenchmarkTest00701.sarif,00701,False,90,False,,TN
cleaned_BenchmarkTest00702.sarif,00702,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00703.sarif,00703,True,328,True,328,TP
cleaned_BenchmarkTest00704.sarif,00704,True,328,True,328,TP
cleaned_BenchmarkTest00705.sarif,00705,True,328,True,328,TP
cleaned_BenchmarkTest00706.sarif,00706,False,328,False,,TN
cleaned_BenchmarkTest00707.sarif,00707,False,328,False,,TN
cleaned_BenchmarkTest00708.sarif,00708,True,328,True,328,TP
cleaned_BenchmarkTest00709.sarif,00709,False,328,False,,TN
cleaned_BenchmarkTest00710.sarif,00710,True,328,False,,FN_Missed
cleaned_BenchmarkTest00711.sarif,00711,True,79,False,,FN_Missed
cleaned_BenchmarkTest00712.sarif,00712,False,79,True,79,FP
cleaned_BenchmarkTest00713.sarif,00713,False,79,False,,TN
cleaned_BenchmarkTest00714.sarif,00714,False,79,False,,TN
cleaned_BenchmarkTest00715.sarif,00715,True,79,True,79,TP
cleaned_BenchmarkTest00716.sarif,00716,False,79,False,,TN
cleaned_BenchmarkTest00717.sarif,00717,False,79,False,,TN
cleaned_BenchmarkTest00718.sarif,00718,False,79,False,,TN
cleaned_BenchmarkTest00719.sarif,00719,True,79,True,79,TP
cleaned_BenchmarkTest00720.sarif,00720,True,79,True,79,TP
cleaned_BenchmarkTest00721.sarif,00721,True,79,False,,FN_Missed
cleaned_BenchmarkTest00722.sarif,00722,False,79,False,,TN
cleaned_BenchmarkTest00723.sarif,00723,False,79,True,79,FP
cleaned_BenchmarkTest00724.sarif,00724,True,79,True,79,TP
cleaned_BenchmarkTest00725.sarif,00725,True,79,False,,FN_Missed
cleaned_BenchmarkTest00726.sarif,00726,False,79,False,,TN
cleaned_BenchmarkTest00727.sarif,00727,True,79,True,79,TP
cleaned_BenchmarkTest00728.sarif,00728,True,79,True,79,TP
cleaned_BenchmarkTest00729.sarif,00729,True,79,True,79,TP
cleaned_BenchmarkTest00730.sarif,00730,False,79,True,79,FP
cleaned_BenchmarkTest00731.sarif,00731,True,78,True,78,TP
cleaned_BenchmarkTest00732.sarif,00732,False,78,True,78,FP
cleaned_BenchmarkTest00733.sarif,00733,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00734.sarif,00734,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00735.sarif,00735,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00736.sarif,00736,True,614,True,"352, 614",TP
cleaned_BenchmarkTest00737.sarif,00737,True,79,True,79,TP
cleaned_BenchmarkTest00738.sarif,00738,False,78,True,78,FP
cleaned_BenchmarkTest00739.sarif,00739,False,78,True,78,FP
cleaned_BenchmarkTest00740.sarif,00740,True,78,False,,FN_Missed
cleaned_BenchmarkTest00741.sarif,00741,False,78,True,78,FP
cleaned_BenchmarkTest00742.sarif,00742,False,78,True,78,FP
cleaned_BenchmarkTest00743.sarif,00743,False,78,True,78,FP
cleaned_BenchmarkTest00744.sarif,00744,False,330,True,352,FP
cleaned_BenchmarkTest00745.sarif,00745,False,330,True,352,FP
cleaned_BenchmarkTest00746.sarif,00746,False,330,True,352,FP
cleaned_BenchmarkTest00747.sarif,00747,False,330,True,352,FP
cleaned_BenchmarkTest00748.sarif,00748,False,330,True,352,FP
cleaned_BenchmarkTest00749.sarif,00749,False,330,True,352,FP
cleaned_BenchmarkTest00750.sarif,00750,False,330,True,352,FP
cleaned_BenchmarkTest00751.sarif,00751,False,330,True,352,FP
cleaned_BenchmarkTest00752.sarif,00752,False,330,True,352,FP
cleaned_BenchmarkTest00753.sarif,00753,False,330,True,352,FP
cleaned_BenchmarkTest00754.sarif,00754,True,501,True,501,TP
cleaned_BenchmarkTest00755.sarif,00755,False,501,True,"79, 501",FP
cleaned_BenchmarkTest00756.sarif,00756,True,501,True,501,TP
cleaned_BenchmarkTest00757.sarif,00757,True,501,True,"79, 501",TP
cleaned_BenchmarkTest00758.sarif,00758,False,501,True,501,FP
cleaned_BenchmarkTest00759.sarif,00759,True,501,True,"79, 501",TP
cleaned_BenchmarkTest00760.sarif,00760,True,89,False,,FN_Missed
cleaned_BenchmarkTest00761.sarif,00761,True,89,True,89,TP
cleaned_BenchmarkTest00762.sarif,00762,True,89,True,89,TP
cleaned_BenchmarkTest00763.sarif,00763,False,89,True,89,FP
cleaned_BenchmarkTest00764.sarif,00764,True,89,True,"79, 89",TP
cleaned_BenchmarkTest00765.sarif,00765,True,89,True,"79, 89",TP
cleaned_BenchmarkTest00766.sarif,00766,False,89,True,"79, 89",FP
cleaned_BenchmarkTest00767.sarif,00767,True,89,True,"79, 89",TP
cleaned_BenchmarkTest00768.sarif,00768,True,89,True,89,TP
cleaned_BenchmarkTest00769.sarif,00769,True,89,False,,FN_Missed
cleaned_BenchmarkTest00770.sarif,00770,True,89,False,,FN_Missed
cleaned_BenchmarkTest00771.sarif,00771,True,89,False,,FN_Missed
cleaned_BenchmarkTest00772.sarif,00772,False,89,True,89,FP
cleaned_BenchmarkTest00773.sarif,00773,False,89,False,,TN
cleaned_BenchmarkTest00774.sarif,00774,False,89,True,89,FP
cleaned_BenchmarkTest00775.sarif,00775,False,327,False,,TN
cleaned_BenchmarkTest00776.sarif,00776,False,327,False,,TN
cleaned_BenchmarkTest00777.sarif,00777,False,327,False,,TN
cleaned_BenchmarkTest00778.sarif,00778,False,327,False,,TN
cleaned_BenchmarkTest00779.sarif,00779,True,327,True,326,FN_WrongCWE
cleaned_BenchmarkTest00780.sarif,00780,False,327,False,,TN
cleaned_BenchmarkTest00781.sarif,00781,True,327,True,326,FN_WrongCWE
