# test name,category,real vulnerability,cwe,Benchmark version: 1.2,2016-06-1,Full Category Name
BenchmarkTest00459,pathtraver,True,22,,,Path Traversal
BenchmarkTest00460,pathtraver,False,22,,,Path Traversal
BenchmarkTest00461,weakrand,True,330,,,Weak Randomness
BenchmarkTest00462,hash,True,328,,,Weak Hashing
BenchmarkTest00463,hash,False,328,,,Weak Hashing
BenchmarkTest00464,hash,True,328,,,Weak Hashing
BenchmarkTest00465,hash,True,328,,,Weak Hashing
BenchmarkTest00466,hash,False,328,,,Weak Hashing
BenchmarkTest00467,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00468,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00469,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00470,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00471,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00472,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00473,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00474,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00475,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00476,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00477,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00478,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00479,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00480,cmdi,True,78,,,Command Injection
BenchmarkTest00481,cmdi,False,78,,,Command Injection
BenchmarkTest00482,weakrand,True,330,,,Weak Randomness
BenchmarkTest00483,weakrand,True,330,,,Weak Randomness
BenchmarkTest00484,weakrand,True,330,,,Weak Randomness
BenchmarkTest00485,weakrand,True,330,,,Weak Randomness
BenchmarkTest00486,weakrand,True,330,,,Weak Randomness
BenchmarkTest00487,weakrand,True,330,,,Weak Randomness
BenchmarkTest00488,weakrand,True,330,,,Weak Randomness
BenchmarkTest00489,weakrand,True,330,,,Weak Randomness
BenchmarkTest00490,weakrand,True,330,,,Weak Randomness
BenchmarkTest00491,securecookie,True,614,,,Secure Cookie Flag
BenchmarkTest00492,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00493,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00494,cmdi,False,78,,,Command Injection
BenchmarkTest00495,cmdi,True,78,,,Command Injection
BenchmarkTest00496,cmdi,True,78,,,Command Injection
BenchmarkTest00497,cmdi,True,78,,,Command Injection
BenchmarkTest00498,cmdi,True,78,,,Command Injection
BenchmarkTest00499,cmdi,True,78,,,Command Injection
BenchmarkTest00500,cmdi,True,78,,,Command Injection
BenchmarkTest00501,weakrand,False,330,,,Weak Randomness
BenchmarkTest00502,weakrand,False,330,,,Weak Randomness
BenchmarkTest00503,weakrand,False,330,,,Weak Randomness
BenchmarkTest00504,weakrand,False,330,,,Weak Randomness
BenchmarkTest00505,weakrand,False,330,,,Weak Randomness
BenchmarkTest00506,weakrand,False,330,,,Weak Randomness
BenchmarkTest00507,weakrand,False,330,,,Weak Randomness
BenchmarkTest00508,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest00509,sqli,False,89,,,SQL Injection
BenchmarkTest00510,sqli,True,89,,,SQL Injection
BenchmarkTest00511,sqli,False,89,,,SQL Injection
BenchmarkTest00512,sqli,True,89,,,SQL Injection
BenchmarkTest00513,sqli,False,89,,,SQL Injection
BenchmarkTest00514,sqli,False,89,,,SQL Injection
BenchmarkTest00515,sqli,True,89,,,SQL Injection
BenchmarkTest00516,sqli,True,89,,,SQL Injection
BenchmarkTest00517,sqli,False,89,,,SQL Injection
BenchmarkTest00518,sqli,True,89,,,SQL Injection
BenchmarkTest00519,sqli,False,89,,,SQL Injection
BenchmarkTest00520,xpathi,False,643,,,XPATH Injection
BenchmarkTest00521,crypto,True,327,,,Weak Cryptography
BenchmarkTest00522,crypto,True,327,,,Weak Cryptography
BenchmarkTest00523,crypto,False,327,,,Weak Cryptography
BenchmarkTest00524,crypto,False,327,,,Weak Cryptography
BenchmarkTest00525,pathtraver,True,22,,,Path Traversal
BenchmarkTest00526,pathtraver,True,22,,,Path Traversal
BenchmarkTest00527,pathtraver,True,22,,,Path Traversal
BenchmarkTest00528,pathtraver,True,22,,,Path Traversal
BenchmarkTest00529,pathtraver,True,22,,,Path Traversal
BenchmarkTest00530,ldapi,False,90,,,LDAP Injection
BenchmarkTest00531,hash,True,328,,,Weak Hashing
BenchmarkTest00532,hash,True,328,,,Weak Hashing
BenchmarkTest00533,hash,True,328,,,Weak Hashing
BenchmarkTest00534,hash,True,328,,,Weak Hashing
BenchmarkTest00535,hash,False,328,,,Weak Hashing
BenchmarkTest00536,hash,True,328,,,Weak Hashing
BenchmarkTest00537,hash,True,328,,,Weak Hashing
BenchmarkTest00538,hash,False,328,,,Weak Hashing
BenchmarkTest00539,hash,False,328,,,Weak Hashing
BenchmarkTest00540,hash,False,328,,,Weak Hashing
BenchmarkTest00541,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00542,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00543,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00544,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00545,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00546,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00547,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00548,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00549,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00550,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00551,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00552,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00553,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00554,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00555,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00556,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00557,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00558,cmdi,False,78,,,Command Injection
BenchmarkTest00559,cmdi,False,78,,,Command Injection
BenchmarkTest00560,weakrand,True,330,,,Weak Randomness
BenchmarkTest00561,weakrand,True,330,,,Weak Randomness
BenchmarkTest00562,weakrand,True,330,,,Weak Randomness
BenchmarkTest00563,weakrand,True,330,,,Weak Randomness
BenchmarkTest00564,weakrand,True,330,,,Weak Randomness
BenchmarkTest00565,securecookie,True,614,,,Secure Cookie Flag
BenchmarkTest00566,securecookie,True,614,,,Secure Cookie Flag
BenchmarkTest00567,cmdi,True,78,,,Command Injection
BenchmarkTest00568,cmdi,True,78,,,Command Injection
BenchmarkTest00569,cmdi,False,78,,,Command Injection
BenchmarkTest00570,cmdi,False,78,,,Command Injection
BenchmarkTest00571,cmdi,False,78,,,Command Injection
BenchmarkTest00572,cmdi,False,78,,,Command Injection
BenchmarkTest00573,cmdi,True,78,,,Command Injection
BenchmarkTest00574,cmdi,True,78,,,Command Injection
BenchmarkTest00575,cmdi,True,78,,,Command Injection
BenchmarkTest00576,cmdi,True,78,,,Command Injection
BenchmarkTest00577,weakrand,False,330,,,Weak Randomness
BenchmarkTest00578,weakrand,False,330,,,Weak Randomness
BenchmarkTest00579,weakrand,False,330,,,Weak Randomness
BenchmarkTest00580,weakrand,False,330,,,Weak Randomness
BenchmarkTest00581,weakrand,False,330,,,Weak Randomness
BenchmarkTest00582,weakrand,False,330,,,Weak Randomness
BenchmarkTest00583,weakrand,False,330,,,Weak Randomness
BenchmarkTest00584,weakrand,False,330,,,Weak Randomness
BenchmarkTest00585,weakrand,False,330,,,Weak Randomness
BenchmarkTest00586,trustbound,False,501,,,Trust Boundary Violation
BenchmarkTest00587,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest00588,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest00589,sqli,False,89,,,SQL Injection
BenchmarkTest00590,sqli,True,89,,,SQL Injection
BenchmarkTest00591,sqli,True,89,,,SQL Injection
BenchmarkTest00592,sqli,False,89,,,SQL Injection
BenchmarkTest00593,sqli,True,89,,,SQL Injection
BenchmarkTest00594,sqli,True,89,,,SQL Injection
BenchmarkTest00595,sqli,True,89,,,SQL Injection
BenchmarkTest00596,sqli,True,89,,,SQL Injection
BenchmarkTest00597,sqli,True,89,,,SQL Injection
BenchmarkTest00598,sqli,True,89,,,SQL Injection
BenchmarkTest00599,sqli,False,89,,,SQL Injection
BenchmarkTest00600,sqli,True,89,,,SQL Injection
BenchmarkTest00601,sqli,False,89,,,SQL Injection
BenchmarkTest00602,sqli,False,89,,,SQL Injection
BenchmarkTest00603,sqli,True,89,,,SQL Injection
BenchmarkTest00604,sqli,True,89,,,SQL Injection
BenchmarkTest00605,sqli,False,89,,,SQL Injection
BenchmarkTest00606,sqli,True,89,,,SQL Injection
BenchmarkTest00607,xpathi,True,643,,,XPATH Injection
BenchmarkTest00608,crypto,True,327,,,Weak Cryptography
BenchmarkTest00609,crypto,True,327,,,Weak Cryptography
BenchmarkTest00610,crypto,True,327,,,Weak Cryptography
BenchmarkTest00611,crypto,True,327,,,Weak Cryptography
BenchmarkTest00612,crypto,False,327,,,Weak Cryptography
BenchmarkTest00613,crypto,False,327,,,Weak Cryptography
BenchmarkTest00614,crypto,True,327,,,Weak Cryptography
BenchmarkTest00615,crypto,True,327,,,Weak Cryptography
BenchmarkTest00616,crypto,True,327,,,Weak Cryptography
BenchmarkTest00617,crypto,True,327,,,Weak Cryptography
BenchmarkTest00618,crypto,False,327,,,Weak Cryptography
BenchmarkTest00619,pathtraver,True,22,,,Path Traversal
BenchmarkTest00620,pathtraver,False,22,,,Path Traversal
BenchmarkTest00621,pathtraver,False,22,,,Path Traversal
BenchmarkTest00622,pathtraver,False,22,,,Path Traversal
BenchmarkTest00623,pathtraver,True,22,,,Path Traversal
BenchmarkTest00624,pathtraver,True,22,,,Path Traversal
BenchmarkTest00625,pathtraver,False,22,,,Path Traversal
BenchmarkTest00626,pathtraver,False,22,,,Path Traversal
BenchmarkTest00627,pathtraver,True,22,,,Path Traversal
BenchmarkTest00628,pathtraver,False,22,,,Path Traversal
BenchmarkTest00629,pathtraver,True,22,,,Path Traversal
BenchmarkTest00630,ldapi,True,90,,,LDAP Injection
BenchmarkTest00631,hash,True,328,,,Weak Hashing
BenchmarkTest00632,hash,False,328,,,Weak Hashing
BenchmarkTest00633,hash,False,328,,,Weak Hashing
BenchmarkTest00634,hash,True,328,,,Weak Hashing
BenchmarkTest00635,hash,True,328,,,Weak Hashing
BenchmarkTest00636,hash,True,328,,,Weak Hashing
BenchmarkTest00637,hash,True,328,,,Weak Hashing
BenchmarkTest00638,hash,True,328,,,Weak Hashing
BenchmarkTest00639,hash,False,328,,,Weak Hashing
BenchmarkTest00640,hash,False,328,,,Weak Hashing
BenchmarkTest00641,hash,False,328,,,Weak Hashing
BenchmarkTest00642,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00643,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00644,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00645,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00646,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00647,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00648,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00649,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00650,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00651,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00652,weakrand,True,330,,,Weak Randomness
BenchmarkTest00653,weakrand,True,330,,,Weak Randomness
BenchmarkTest00654,weakrand,True,330,,,Weak Randomness
BenchmarkTest00655,securecookie,False,614,,,Secure Cookie Flag
BenchmarkTest00656,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00657,cmdi,False,78,,,Command Injection
BenchmarkTest00658,cmdi,False,78,,,Command Injection
BenchmarkTest00659,cmdi,False,78,,,Command Injection
BenchmarkTest00660,weakrand,False,330,,,Weak Randomness
BenchmarkTest00661,weakrand,False,330,,,Weak Randomness
BenchmarkTest00662,weakrand,False,330,,,Weak Randomness
BenchmarkTest00663,weakrand,False,330,,,Weak Randomness
BenchmarkTest00664,weakrand,False,330,,,Weak Randomness
BenchmarkTest00665,weakrand,False,330,,,Weak Randomness
BenchmarkTest00666,weakrand,False,330,,,Weak Randomness
BenchmarkTest00667,weakrand,False,330,,,Weak Randomness
BenchmarkTest00668,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest00669,trustbound,False,501,,,Trust Boundary Violation
BenchmarkTest00670,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest00671,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest00672,sqli,False,89,,,SQL Injection
BenchmarkTest00673,sqli,True,89,,,SQL Injection
BenchmarkTest00674,sqli,False,89,,,SQL Injection
BenchmarkTest00675,sqli,False,89,,,SQL Injection
BenchmarkTest00676,sqli,False,89,,,SQL Injection
BenchmarkTest00677,sqli,True,89,,,SQL Injection
BenchmarkTest00678,sqli,True,89,,,SQL Injection
BenchmarkTest00679,sqli,True,89,,,SQL Injection
BenchmarkTest00680,sqli,False,89,,,SQL Injection
BenchmarkTest00681,sqli,True,89,,,SQL Injection
BenchmarkTest00682,sqli,False,89,,,SQL Injection
BenchmarkTest00683,xpathi,False,643,,,XPATH Injection
BenchmarkTest00684,crypto,True,327,,,Weak Cryptography
BenchmarkTest00685,crypto,True,327,,,Weak Cryptography
BenchmarkTest00686,crypto,False,327,,,Weak Cryptography
BenchmarkTest00687,crypto,False,327,,,Weak Cryptography
BenchmarkTest00688,crypto,True,327,,,Weak Cryptography
BenchmarkTest00689,crypto,False,327,,,Weak Cryptography
BenchmarkTest00690,crypto,False,327,,,Weak Cryptography
BenchmarkTest00691,crypto,True,327,,,Weak Cryptography
BenchmarkTest00692,crypto,True,327,,,Weak Cryptography
BenchmarkTest00693,crypto,True,327,,,Weak Cryptography
BenchmarkTest00694,ldapi,True,90,,,LDAP Injection
BenchmarkTest00695,ldapi,True,90,,,LDAP Injection
BenchmarkTest00696,pathtraver,True,22,,,Path Traversal
BenchmarkTest00697,pathtraver,True,22,,,Path Traversal
BenchmarkTest00698,pathtraver,True,22,,,Path Traversal
BenchmarkTest00699,pathtraver,False,22,,,Path Traversal
BenchmarkTest00700,pathtraver,True,22,,,Path Traversal
BenchmarkTest00701,ldapi,False,90,,,LDAP Injection
BenchmarkTest00702,weakrand,True,330,,,Weak Randomness
BenchmarkTest00703,hash,True,328,,,Weak Hashing
BenchmarkTest00704,hash,True,328,,,Weak Hashing
BenchmarkTest00705,hash,True,328,,,Weak Hashing
BenchmarkTest00706,hash,False,328,,,Weak Hashing
BenchmarkTest00707,hash,False,328,,,Weak Hashing
BenchmarkTest00708,hash,True,328,,,Weak Hashing
BenchmarkTest00709,hash,False,328,,,Weak Hashing
BenchmarkTest00710,hash,True,328,,,Weak Hashing
BenchmarkTest00711,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00712,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00713,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00714,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00715,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00716,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00717,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00718,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00719,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00720,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00721,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00722,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00723,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00724,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00725,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00726,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00727,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00728,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00729,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00730,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00731,cmdi,True,78,,,Command Injection
BenchmarkTest00732,cmdi,False,78,,,Command Injection
BenchmarkTest00733,weakrand,True,330,,,Weak Randomness
BenchmarkTest00734,weakrand,True,330,,,Weak Randomness
BenchmarkTest00735,weakrand,True,330,,,Weak Randomness
BenchmarkTest00736,securecookie,True,614,,,Secure Cookie Flag
BenchmarkTest00737,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00738,cmdi,False,78,,,Command Injection
BenchmarkTest00739,cmdi,False,78,,,Command Injection
BenchmarkTest00740,cmdi,True,78,,,Command Injection
BenchmarkTest00741,cmdi,False,78,,,Command Injection
BenchmarkTest00742,cmdi,False,78,,,Command Injection
BenchmarkTest00743,cmdi,False,78,,,Command Injection
BenchmarkTest00744,weakrand,False,330,,,Weak Randomness
BenchmarkTest00745,weakrand,False,330,,,Weak Randomness
BenchmarkTest00746,weakrand,False,330,,,Weak Randomness
BenchmarkTest00747,weakrand,False,330,,,Weak Randomness
BenchmarkTest00748,weakrand,False,330,,,Weak Randomness
BenchmarkTest00749,weakrand,False,330,,,Weak Randomness
BenchmarkTest00750,weakrand,False,330,,,Weak Randomness
BenchmarkTest00751,weakrand,False,330,,,Weak Randomness
BenchmarkTest00752,weakrand,False,330,,,Weak Randomness
BenchmarkTest00753,weakrand,False,330,,,Weak Randomness
BenchmarkTest00754,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest00755,trustbound,False,501,,,Trust Boundary Violation
BenchmarkTest00756,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest00757,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest00758,trustbound,False,501,,,Trust Boundary Violation
BenchmarkTest00759,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest00760,sqli,True,89,,,SQL Injection
BenchmarkTest00761,sqli,True,89,,,SQL Injection
BenchmarkTest00762,sqli,True,89,,,SQL Injection
BenchmarkTest00763,sqli,False,89,,,SQL Injection
BenchmarkTest00764,sqli,True,89,,,SQL Injection
BenchmarkTest00765,sqli,True,89,,,SQL Injection
BenchmarkTest00766,sqli,False,89,,,SQL Injection
BenchmarkTest00767,sqli,True,89,,,SQL Injection
BenchmarkTest00768,sqli,True,89,,,SQL Injection
BenchmarkTest00769,sqli,True,89,,,SQL Injection
BenchmarkTest00770,sqli,True,89,,,SQL Injection
BenchmarkTest00771,sqli,True,89,,,SQL Injection
BenchmarkTest00772,sqli,False,89,,,SQL Injection
BenchmarkTest00773,sqli,False,89,,,SQL Injection
BenchmarkTest00774,sqli,False,89,,,SQL Injection
BenchmarkTest00775,crypto,False,327,,,Weak Cryptography
BenchmarkTest00776,crypto,False,327,,,Weak Cryptography
BenchmarkTest00777,crypto,False,327,,,Weak Cryptography
BenchmarkTest00778,crypto,False,327,,,Weak Cryptography
BenchmarkTest00779,crypto,True,327,,,Weak Cryptography
BenchmarkTest00780,crypto,False,327,,,Weak Cryptography
BenchmarkTest00781,crypto,True,327,,,Weak Cryptography
BenchmarkTest00782,crypto,False,327,,,Weak Cryptography
BenchmarkTest00783,pathtraver,True,22,,,Path Traversal
BenchmarkTest00784,pathtraver,False,22,,,Path Traversal
BenchmarkTest00785,pathtraver,True,22,,,Path Traversal
BenchmarkTest00786,pathtraver,False,22,,,Path Traversal
BenchmarkTest00787,pathtraver,True,22,,,Path Traversal
BenchmarkTest00788,pathtraver,True,22,,,Path Traversal
BenchmarkTest00789,hash,True,328,,,Weak Hashing
BenchmarkTest00790,hash,True,328,,,Weak Hashing
BenchmarkTest00791,hash,False,328,,,Weak Hashing
BenchmarkTest00792,hash,False,328,,,Weak Hashing
BenchmarkTest00793,hash,False,328,,,Weak Hashing
BenchmarkTest00794,hash,True,328,,,Weak Hashing
BenchmarkTest00795,hash,False,328,,,Weak Hashing
BenchmarkTest00796,hash,True,328,,,Weak Hashing
BenchmarkTest00797,hash,True,328,,,Weak Hashing
BenchmarkTest00798,hash,False,328,,,Weak Hashing
BenchmarkTest00799,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00800,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00801,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00802,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00803,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00804,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00805,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00806,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00807,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00808,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00809,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00810,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00811,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00812,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00813,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00814,cmdi,False,78,,,Command Injection
BenchmarkTest00815,cmdi,True,78,,,Command Injection
BenchmarkTest00816,cmdi,True,78,,,Command Injection
BenchmarkTest00817,weakrand,True,330,,,Weak Randomness
BenchmarkTest00818,weakrand,True,330,,,Weak Randomness
BenchmarkTest00819,weakrand,True,330,,,Weak Randomness
BenchmarkTest00820,securecookie,True,614,,,Secure Cookie Flag
BenchmarkTest00821,securecookie,True,614,,,Secure Cookie Flag
BenchmarkTest00822,xss,True,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00823,cmdi,True,78,,,Command Injection
BenchmarkTest00824,cmdi,True,78,,,Command Injection
BenchmarkTest00825,cmdi,True,78,,,Command Injection
BenchmarkTest00826,cmdi,False,78,,,Command Injection
BenchmarkTest00827,cmdi,False,78,,,Command Injection
BenchmarkTest00828,weakrand,False,330,,,Weak Randomness
BenchmarkTest00829,weakrand,False,330,,,Weak Randomness
BenchmarkTest00830,weakrand,False,330,,,Weak Randomness
BenchmarkTest00831,weakrand,False,330,,,Weak Randomness
BenchmarkTest00832,weakrand,False,330,,,Weak Randomness
BenchmarkTest00833,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest00834,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest00835,trustbound,False,501,,,Trust Boundary Violation
BenchmarkTest00836,trustbound,True,501,,,Trust Boundary Violation
BenchmarkTest00837,sqli,False,89,,,SQL Injection
BenchmarkTest00838,sqli,False,89,,,SQL Injection
BenchmarkTest00839,sqli,True,89,,,SQL Injection
BenchmarkTest00840,sqli,True,89,,,SQL Injection
BenchmarkTest00841,sqli,True,89,,,SQL Injection
BenchmarkTest00842,sqli,True,89,,,SQL Injection
BenchmarkTest00843,sqli,True,89,,,SQL Injection
BenchmarkTest00844,sqli,False,89,,,SQL Injection
BenchmarkTest00845,sqli,True,89,,,SQL Injection
BenchmarkTest00846,sqli,True,89,,,SQL Injection
BenchmarkTest00847,sqli,True,89,,,SQL Injection
BenchmarkTest00848,sqli,True,89,,,SQL Injection
BenchmarkTest00849,sqli,True,89,,,SQL Injection
BenchmarkTest00850,sqli,True,89,,,SQL Injection
BenchmarkTest00851,sqli,False,89,,,SQL Injection
BenchmarkTest00852,xpathi,False,643,,,XPATH Injection
BenchmarkTest00853,crypto,True,327,,,Weak Cryptography
BenchmarkTest00854,crypto,False,327,,,Weak Cryptography
BenchmarkTest00855,crypto,True,327,,,Weak Cryptography
BenchmarkTest00856,crypto,True,327,,,Weak Cryptography
BenchmarkTest00857,crypto,True,327,,,Weak Cryptography
BenchmarkTest00858,crypto,False,327,,,Weak Cryptography
BenchmarkTest00859,crypto,True,327,,,Weak Cryptography
BenchmarkTest00860,ldapi,False,90,,,LDAP Injection
BenchmarkTest00861,ldapi,False,90,,,LDAP Injection
BenchmarkTest00862,pathtraver,False,22,,,Path Traversal
BenchmarkTest00863,pathtraver,False,22,,,Path Traversal
BenchmarkTest00864,pathtraver,False,22,,,Path Traversal
BenchmarkTest00865,pathtraver,False,22,,,Path Traversal
BenchmarkTest00866,pathtraver,False,22,,,Path Traversal
BenchmarkTest00867,pathtraver,False,22,,,Path Traversal
BenchmarkTest00868,hash,True,328,,,Weak Hashing
BenchmarkTest00869,hash,True,328,,,Weak Hashing
BenchmarkTest00870,hash,True,328,,,Weak Hashing
BenchmarkTest00871,hash,True,328,,,Weak Hashing
BenchmarkTest00872,hash,True,328,,,Weak Hashing
BenchmarkTest00873,hash,False,328,,,Weak Hashing
BenchmarkTest00874,hash,False,328,,,Weak Hashing
BenchmarkTest00875,hash,True,328,,,Weak Hashing
BenchmarkTest00876,hash,True,328,,,Weak Hashing
BenchmarkTest00877,hash,False,328,,,Weak Hashing
BenchmarkTest00878,hash,False,328,,,Weak Hashing
BenchmarkTest00879,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00880,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00881,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00882,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00883,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00884,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00885,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00886,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00887,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00888,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00889,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00890,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00891,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00892,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00893,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00894,xss,False,79,,,XSS (Cross-Site Scripting)
BenchmarkTest00895,cmdi,False,78,,,Command Injection
BenchmarkTest00896,cmdi,False,78,,,Command Injection
BenchmarkTest00897,cmdi,False,78,,,Command Injection
BenchmarkTest00898,weakrand,True,330,,,Weak Randomness
BenchmarkTest00899,weakrand,True,330,,,Weak Randomness
BenchmarkTest00900,weakrand,True,330,,,Weak Randomness
BenchmarkTest00901,weakrand,True,330,,,Weak Randomness
BenchmarkTest00902,weakrand,True,330,,,Weak Randomness
BenchmarkTest00903,securecookie,True,614,,,Secure Cookie Flag
BenchmarkTest00904,securecookie,False,614,,,Secure Cookie Flag
BenchmarkTest00905,cmdi,False,78,,,Command Injection
BenchmarkTest00906,cmdi,False,78,,,Command Injection
BenchmarkTest00907,cmdi,False,78,,,Command Injection
BenchmarkTest00908,cmdi,False,78,,,Command Injection
BenchmarkTest00909,cmdi,False,78,,,Command Injection
BenchmarkTest00910,cmdi,False,78,,,Command Injection
BenchmarkTest00911,weakrand,False,330,,,Weak Randomness
BenchmarkTest00912,weakrand,False,330,,,Weak Randomness
